old_url,new_url,status
https://csrenyi.com/category/xingyexinwen,https://csrenyi.com/category/renyixinwen,301
https://csrenyi.com/category/xingyexinwen/page/2,https://csrenyi.com/category/renyixinwen/page/2,301
https://csrenyi.com/category/xingyexinwen/page/3,https://csrenyi.com/category/renyixinwen/page/3,301
https://csrenyi.com/category/xinwenzhongxin/xingyexinwen,https://csrenyi.com/category/xinwenzhongxin/renyixinwen,301
https://csrenyi.com/category/xinwenzhongxin/xingyexinwen/page/2,https://csrenyi.com/category/xinwenzhongxin/renyixinwen/page/2,301
https://csrenyi.com/category/xinwenzhongxin/xingyexinwen/page/3,https://csrenyi.com/category/xinwenzhongxin/renyixinwen/page/3,301
https://csrenyi.com/en/category/xingyexinwen,https://csrenyi.com/en/category/renyixinwen,301
https://csrenyi.com/en/category/xinwenzhongxin/xingyexinwen,https://csrenyi.com/en/category/xinwenzhongxin/renyixinwen,301
https://csrenyi.com/en/pro_category/baopoqicaiyunshuche,https://csrenyi.com/en/zhuanyong-02/,301
https://csrenyi.com/en/pro_category/beijianzhongxin,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro_category/chanyunjixilie,https://csrenyi.com/en/zuanjixilie/,301
https://csrenyi.com/en/pro_category/diaishichanyunji,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro_category/diandongchanyunji,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro_category/dianqijian,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro_category/donglichuandongjian,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro_category/fls-5sashuiche,https://csrenyi.com/en/zhuanyong-01/,301
https://csrenyi.com/en/pro_category/fuwuchexilie,https://csrenyi.com/en/zhuanyongxilie/,301
https://csrenyi.com/en/pro_category/hunningtujiaobanche,https://csrenyi.com/en/zhuanyong-03/,301
https://csrenyi.com/en/pro_category/neiranchanyunji,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro_category/products,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro_category/qiaomaotaiche,https://csrenyi.com/en/fuxuanjixilie/,301
https://csrenyi.com/en/pro_category/qita,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro_category/shengjiangpingtaiche,https://csrenyi.com/en/jiegou-03/,301
https://csrenyi.com/en/pro_category/xianchanghunzhuangruhuazhayaoche,https://csrenyi.com/en/jiegou-01/,301
https://csrenyi.com/en/pro_category/xudianchichanyunji,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro_category/yeyajian,https://csrenyi.com/en/yougangxuangua/,301
https://csrenyi.com/en/pro_category/yidongshiqiaomaotaiche,https://csrenyi.com/en/fuxuanjixilie/,301
https://csrenyi.com/en/pro_category/yidongshisuishiji,https://csrenyi.com/en/zhuanyong-05/,301
https://csrenyi.com/en/pro_category/youliaoyunshuche,https://csrenyi.com/en/zhuanyong-04/,301
https://csrenyi.com/en/pro_category/yunkuangkache,https://csrenyi.com/en/yougangxuangua/,301
https://csrenyi.com/en/pro_category/yunrenxilie,https://csrenyi.com/en/jiegou-05/,301
https://csrenyi.com/en/pro_category/zaoyantaiche,https://csrenyi.com/en/jiegouxilie/,301
https://csrenyi.com/en/pro/bcj-4000,https://csrenyi.com/en/jiegou-01/,301
https://csrenyi.com/en/pro/cb-05,https://csrenyi.com/en/jiegou-03/,301
https://csrenyi.com/en/pro/cy-4000,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/cytj45-2,https://csrenyi.com/en/zuanjixilie/,301
https://csrenyi.com/en/pro/cytj45-2-2,https://csrenyi.com/en/zuanjixilie/,301
https://csrenyi.com/en/pro/dc-10,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/dc-5,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/fcb-6,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/fh-5,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/fh-8,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/fls-5sashuiche,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/ru-16,https://csrenyi.com/en/jiegou-05/,301
https://csrenyi.com/en/pro/ru-40yunrenche,https://csrenyi.com/en/jiegou-05/,301
https://csrenyi.com/en/pro/sj-700,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/sj2800,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/uc-5,https://csrenyi.com/en/jiegou-03/,301
https://csrenyi.com/en/pro/ucb-03,https://csrenyi.com/en/jiegou-03/,301
https://csrenyi.com/en/pro/uk-10,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/uk-12,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/uk-15,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/uk-20,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/uk-30,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/uk-40,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/uk-5,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/uk-50,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/uka20,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/upt-119-2800,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/upt-125-2800,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/upt-74-1800,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/wj-06,https://csrenyi.com/en/zuanji-01/,301
https://csrenyi.com/en/pro/wj-1,https://csrenyi.com/en/zuanji-02/,301
https://csrenyi.com/en/pro/wj-15,https://csrenyi.com/en/zuanji-03/,301
https://csrenyi.com/en/pro/wj-2,https://csrenyi.com/en/zuanji-04/,301
https://csrenyi.com/en/pro/wj-25,https://csrenyi.com/en/zuanji-05/,301
https://csrenyi.com/en/pro/wj-3,https://csrenyi.com/en/zuanji-06/,301
https://csrenyi.com/en/pro/wj-4,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/wj-6,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/wj-8-2,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/wjd-06,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/wjd-1,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/wjd-15,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/wjd-25,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/wjd-3-2,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/wjd-4,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/wjd-6,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/wjdd-2,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/xmpyt-104700,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/xmpyt-108700,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/pro/xmpyt-54450,https://csrenyi.com/en/chanpinzhanshi/,301
https://csrenyi.com/en/xinwenzhongxin/xingyexinwen/329,https://csrenyi.com/en/xinwenzhongxin/renyixinwen/1023,301
https://csrenyi.com/en/xinwenzhongxin/xingyexinwen/330,https://csrenyi.com/en/xinwenzhongxin/renyixinwen/1024,301
https://csrenyi.com/en/xinwenzhongxin/xingyexinwen/331,https://csrenyi.com/en/xinwenzhongxin/renyixinwen/1025,301
https://csrenyi.com/en/xinwenzhongxin/xingyexinwen/332,https://csrenyi.com/en/xinwenzhongxin/renyixinwen/1026,301
https://csrenyi.com/en/xinwenzhongxin/xingyexinwen/676,https://csrenyi.com/en/xinwenzhongxin/renyixinwen/1018,301
https://csrenyi.com/en/xinwenzhongxin/xingyexinwen/755,https://csrenyi.com/en/xinwenzhongxin/renyixinwen/1022,301
https://csrenyi.com/es/category/xingyexinwen,https://csrenyi.com/es/category/renyixinwen,301
https://csrenyi.com/es/category/xinwenzhongxin/xingyexinwen,https://csrenyi.com/es/category/xinwenzhongxin/renyixinwen,301
https://csrenyi.com/es/pro_category/baopoqicaiyunshuche,https://csrenyi.com/es/zhuanyong-02/,301
https://csrenyi.com/es/pro_category/beijianzhongxin,https://csrenyi.com/es/chanpinzhanshi/,301
https://csrenyi.com/es/pro_category/chanyunjixilie,https://csrenyi.com/es/zuanjixilie/,301
https://csrenyi.com/es/pro_category/diaishichanyunji,https://csrenyi.com/es/chanpinzhanshi/,301
https://csrenyi.com/es/pro_category/diandongchanyunji,https://csrenyi.com/es/chanpinzhanshi/,301
https://csrenyi.com/es/pro_category/dianqijian,https://csrenyi.com/es/chanpinzhanshi/,301
https://csrenyi.com/es/pro_category/donglichuandongjian,https://csrenyi.com/es/chanpinzhanshi/,301
https://csrenyi.com/es/pro_category/fls-5sashuiche,https://csrenyi.com/es/zhuanyong-01/,301
https://csrenyi.com/es/pro_category/fuwuchexilie,https://csrenyi.com/es/zhuanyongxilie/,301
https://csrenyi.com/es/pro_category/hunningtujiaobanche,https://csrenyi.com/es/zhuanyong-03/,301
https://csrenyi.com/es/pro_category/neiranchanyunji,https://csrenyi.com/es/chanpinzhanshi/,301
https://csrenyi.com/es/pro_category/products,https://csrenyi.com/es/chanpinzhanshi/,301
https://csrenyi.com/es/pro_category/qiaomaotaiche,https://csrenyi.com/es/fuxuanjixilie/,301
https://csrenyi.com/es/pro_category/qita,https://csrenyi.com/es/chanpinzhanshi/,301
https://csrenyi.com/es/pro_category/shengjiangpingtaiche,https://csrenyi.com/es/jiegou-03/,301
https://csrenyi.com/es/pro_category/xianchanghunzhuangruhuazhayaoche,https://csrenyi.com/es/jiegou-01/,301
https://csrenyi.com/es/pro_category/xudianchichanyunji,https://csrenyi.com/es/chanpinzhanshi/,301
https://csrenyi.com/es/pro_category/yeyajian,https://csrenyi.com/es/yougangxuangua/,301
https://csrenyi.com/es/pro_category/yidongshiqiaomaotaiche,https://csrenyi.com/es/fuxuanjixilie/,301
https://csrenyi.com/es/pro_category/yidongshisuishiji,https://csrenyi.com/es/zhuanyong-05/,301
